checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
0<=X<200,46.369197,'existing paid','used car',10963.846565,<100,1<=X<4,3.335093,'male single',none,2,car,26.261404,bank,own,2,'high qualif/self emp/mgmt',1,yes,yes,bad
<0,15.100902,'critical/other existing credit','new car',7965.106887,<100,>=7,4,'male single',none,4,'no known property',35.650694,none,own,1.048151,skilled,1,yes,yes,bad
0<=X<200,9,'existing paid','new car',1490.130616,<100,4<=X<7,3.753632,'male single',none,2.051018,car,23.646146,none,own,1.281616,skilled,1,none,yes,bad
0<=X<200,30.398111,'no credits/all paid',business,4224.798831,<100,1<=X<4,4,'male single',none,2,car,26.198312,none,own,1.066409,skilled,1,none,yes,bad
0<=X<200,32.305141,'no credits/all paid',business,4220.255145,<100,1<=X<4,4,'male single',none,3.573401,car,26,none,own,1.105562,skilled,1,none,yes,bad
<0,26.083981,'existing paid',radio/tv,1841.974061,<100,1<=X<4,4,'female div/dep/mar',none,3.738935,'real estate',32.826113,none,own,1,skilled,1.432855,yes,yes,bad
0<=X<200,6,'existing paid','new car',14648.738255,<100,>=7,1,'male single',none,2.060468,'no known property',53.100243,none,own,1,'high qualif/self emp/mgmt',1,yes,yes,bad
0<=X<200,18.161023,'existing paid',furniture/equipment,2772.166527,<100,>=7,3.456702,'male single',none,2,'life insurance',40.647423,bank,own,2,skilled,1,none,yes,bad
<0,19.124452,'existing paid','new car',903.442088,'no known savings',1<=X<4,4,'female div/dep/mar',none,2,'life insurance',26.589083,none,own,1,skilled,1,none,yes,bad
'no checking',47.817073,'existing paid',furniture/equipment,4692.869919,<100,<1,2.849836,'male single',none,4,'life insurance',24.489961,none,own,1.503783,skilled,1.273624,none,yes,bad
<0,13.648891,'existing paid',radio/tv,486.601904,<100,<1,3.326416,'female div/dep/mar',none,3.954533,'real estate',27.139078,none,own,1,skilled,1,none,yes,bad
<0,23.009508,'existing paid',radio/tv,2127.153035,<100,1<=X<4,4,'male single',none,2,'real estate',35.543253,none,own,1,skilled,1,none,yes,bad
<0,25.294265,'existing paid',radio/tv,2149.104451,<100,1<=X<4,4,'male single',none,1.60195,'real estate',25.827947,none,own,1,skilled,1,none,yes,bad
0<=X<200,12.981044,'existing paid',radio/tv,799.517635,<100,>=7,4,'male single',none,3.937792,'life insurance',41.136059,none,own,1,skilled,1.118783,none,yes,bad
0<=X<200,15.78387,'existing paid',furniture/equipment,8748.548961,<100,<1,1.711074,'male single',none,2.26607,car,47.449875,none,own,1,skilled,1,yes,yes,bad
<0,47.278282,'existing paid',radio/tv,3067.689929,<100,<1,3.774282,'male single',none,4,'life insurance',28.709632,none,own,1.164644,skilled,1,none,yes,bad
0<=X<200,34.830005,'existing paid','used car',11960.944414,<100,1<=X<4,1.956878,'male single',none,3.458193,car,30.334356,none,rent,1.086223,skilled,1,yes,yes,bad
'no checking',18.633825,'existing paid',furniture/equipment,4609.348664,<100,<1,1.526922,'male single',none,3.891278,'life insurance',41.294999,none,own,2.732312,skilled,1,none,yes,bad
<0,21.898437,'existing paid','new car',979.162169,<100,1<=X<4,1.234188,'female div/dep/mar',none,3.575059,car,27.131667,none,own,1,skilled,1,none,yes,bad
<0,20.739568,'existing paid','new car',1029.140091,<100,1<=X<4,4,'female div/dep/mar',none,2.419866,car,46.544009,none,own,1,skilled,1,none,yes,bad
<0,36,'existing paid','new car',9281.95412,<100,<1,1.505916,'male single',none,3.277728,car,27.849186,none,own,1,skilled,1,yes,yes,bad
<0,36,'existing paid','new car',9282.470796,<100,<1,1.281756,'male single',none,3.287964,car,24.219603,none,own,1,skilled,1,yes,yes,bad
<0,45.58048,'existing paid','used car',9847.928959,<100,<1,1,'male single',none,1.855197,car,26.387869,none,own,1.683264,skilled,1,yes,yes,bad
<0,46.20221,'existing paid','used car',9795.424215,<100,<1,3.862517,'male single',none,2.59366,car,24.137775,none,own,1.642911,skilled,1,yes,yes,bad
0<=X<200,33.914712,'existing paid',business,3805.91779,<100,1<=X<4,4,'male single',none,1.065682,'no known property',39.747537,none,own,1,skilled,1.177371,yes,yes,bad
<0,24,'existing paid','new car',1355.387227,<100,<1,4,'male single',none,2.937042,'real estate',38.457432,none,own,1.749659,skilled,1.707483,yes,yes,bad
<0,24,'existing paid','new car',1351.682077,<100,<1,3.43211,'male single',none,3.593496,'real estate',25.659781,none,own,1.024948,skilled,1.511633,yes,yes,bad
<0,48,'existing paid','used car',9992.678184,<100,<1,1.475109,'male single',none,2,car,33.995482,none,own,1,skilled,1,yes,yes,bad
<0,12,'existing paid',radio/tv,730.890588,<100,>=7,4,'female div/dep/mar',none,3,'real estate',26.262178,none,own,1,'unskilled resident',1,none,yes,bad
0<=X<200,11.415937,'existing paid','new car',1235.707387,<100,1<=X<4,3.446951,'female div/dep/mar',none,2.103643,'real estate',24,none,own,1,skilled,1,none,yes,bad
<0,12,'existing paid','new car',691.729221,<100,1<=X<4,3.475834,'male single',none,2.978579,car,29.917317,none,own,1.073234,skilled,1,none,yes,bad
0<=X<200,35.655451,'existing paid',furniture/equipment,2755.846097,<100,>=7,4,'male single',none,3.754742,'life insurance',58.495202,bank,own,1.85337,skilled,1,none,yes,bad
0<=X<200,30,'critical/other existing credit',furniture/equipment,4255.771939,<100,1<=X<4,4,'male single',none,3.763362,car,26.703446,none,own,2,skilled,1,none,yes,bad
0<=X<200,19.603019,'existing paid',radio/tv,1924.597225,<100,<1,4,'male single',none,3,'real estate',29.377369,none,own,1,skilled,1,none,yes,bad
<0,18,'existing paid',radio/tv,1881.866479,<100,1<=X<4,4,'female div/dep/mar',none,2.494058,'real estate',29.695255,none,own,2,skilled,1,yes,yes,bad
<0,48.302118,'existing paid','used car',7497.73136,'no known savings',>=7,2.133806,'female div/dep/mar',none,3.072071,'life insurance',24.454904,none,own,1,skilled,1,yes,yes,bad
0<=X<200,33.781334,'existing paid','used car',11596.940712,<100,1<=X<4,1.19594,'male single',none,2.066343,car,32.947777,none,own,1.248009,'high qualif/self emp/mgmt',1,yes,yes,bad
<0,24,'existing paid',furniture/equipment,4112.137185,<100,1<=X<4,3,'male single',none,4,car,24.991644,none,own,1.007435,skilled,1.886832,none,yes,bad
<0,6.956382,'existing paid',furniture/equipment,3385.54604,<100,>=7,2.786848,'male single',none,4,'life insurance',43.627062,none,own,1,skilled,1,yes,yes,bad
<0,12.066193,'existing paid',radio/tv,1279.863699,'no known savings',1<=X<4,3.811065,'female div/dep/mar',none,3.091817,car,22.159729,none,rent,1,skilled,1,none,yes,bad
<0,12.868002,'existing paid',furniture/equipment,1133.329387,<100,>=7,4,'male single',none,2.185759,car,32.182285,none,own,1.021739,skilled,1.324154,none,yes,bad
<0,11.383728,'existing paid',furniture/equipment,1152.350139,<100,>=7,2.709811,'male single',none,3.789504,car,37.978429,none,own,1.632293,skilled,2,none,yes,bad
<0,21.147424,'existing paid','new car',954.016825,<100,4<=X<7,1.995108,'female div/dep/mar',none,2.188853,car,33.82418,none,own,1,skilled,1.951665,none,yes,bad
<0,39.787292,'critical/other existing credit',education,6195.68574,<100,>=7,4,'male single',none,2.326147,'no known property',52.537854,none,'for free',2,skilled,1,yes,yes,bad
0<=X<200,17.669138,'existing paid','new car',1246.599793,<100,1<=X<4,3.229606,'female div/dep/mar',none,2,'real estate',24.693705,none,own,1,skilled,1,none,yes,bad
'no checking',36.171184,'delayed previously',radio/tv,4503.159118,<100,1<=X<4,3.291142,'male single',none,3.982456,'life insurance',25.389568,none,own,2,skilled,1.385417,yes,yes,bad
<0,24.726709,'existing paid',furniture/equipment,2429.384725,<100,<1,4,'male single',none,4,'real estate',30.820947,none,own,1,skilled,1,none,yes,bad
<0,18,'existing paid',furniture/equipment,2464.159397,<100,1<=X<4,2.131579,'male single',none,1.362402,car,24.171887,none,own,1,skilled,1,none,yes,bad
<0,21.143759,'existing paid',furniture/equipment,2506.258574,<100,1<=X<4,4,'male single',none,1.586529,car,23.11161,none,own,1.401562,skilled,1,none,yes,bad
<0,34.573984,'existing paid',furniture/equipment,3444.08661,<100,1<=X<4,3.685696,'male single',none,3.883969,'real estate',28.341418,none,own,1,skilled,1.515626,none,yes,bad
0<=X<200,58.465355,'existing paid','new car',14725.422518,<100,>=7,2.568219,'male single',none,2.626165,'no known property',41.277443,none,own,1.82675,'high qualif/self emp/mgmt',1,yes,yes,bad
<0,43.426347,'existing paid','new car',7781.435791,<100,>=7,3.525743,'male single',none,4,'real estate',47.423957,none,'for free',1,skilled,1,yes,yes,bad
0<=X<200,45.629176,'existing paid','new car',14342.648772,<100,>=7,2.428,'male single',none,2,'no known property',52.382412,none,own,1,'high qualif/self emp/mgmt',1,yes,yes,bad
0<=X<200,19.478876,'existing paid','new car',12700.329218,<100,>=7,3.924712,'male single',none,4,'no known property',30.810189,none,'for free',1,'high qualif/self emp/mgmt',1,yes,yes,bad
0<=X<200,27.912043,'existing paid','new car',12628.226,<100,>=7,2.151337,'male single',none,4,'no known property',44.222095,none,'for free',1,'high qualif/self emp/mgmt',1.285575,yes,yes,bad
0<=X<200,12,'existing paid','new car',1223.236971,<100,>=7,3.243981,'male single',none,1.017132,'real estate',25.324507,none,own,1.130232,'unskilled resident',1,none,yes,bad
0<=X<200,24.984117,'existing paid',furniture/equipment,8450.906472,<100,>=7,2,'male single',none,2.705826,'no known property',39.171825,none,own,2,skilled,1,yes,yes,bad
<0,21.563914,'existing paid',radio/tv,2086.292626,<100,1<=X<4,2.655294,'female div/dep/mar',none,1.845586,'real estate',33.389103,none,own,1,skilled,1,none,yes,bad
0<=X<200,10.291211,'existing paid','new car',949.37788,<100,4<=X<7,3.255029,'female div/dep/mar',none,2,car,28.746043,none,own,2.666205,skilled,1,none,yes,bad
0<=X<200,11.372669,'existing paid','new car',942.017018,<100,4<=X<7,3.409839,'female div/dep/mar',none,2,car,28.560933,none,own,1.687378,skilled,1,none,yes,bad
<0,12.431883,'existing paid',radio/tv,2286.430767,<100,<1,3.950296,'male single',none,2.716455,car,40.765461,none,own,2,skilled,1,none,yes,bad
<0,24,'existing paid','new car',1373.837908,'no known savings',1<=X<4,4,'female div/dep/mar',none,3.798596,'life insurance',31.463637,none,own,1,skilled,1,none,yes,bad
<0,13.078601,'existing paid','new car',2579.690683,<100,>=7,4,'male single',none,1.980081,'real estate',39.048272,none,own,1,skilled,2,none,yes,bad
<0,16.033838,'existing paid','new car',1088.956155,<100,1<=X<4,4,'male single',none,2.790967,'real estate',32.310731,none,own,1.788509,skilled,1,none,yes,bad
0<=X<200,27.597535,'existing paid',furniture/equipment,2715.133654,<100,>=7,1.240567,'male single',none,2,'life insurance',38.805741,bank,own,1,skilled,1.65162,none,yes,bad
<0,22.206791,'critical/other existing credit','new car',1192.034594,<100,>=7,1.748151,'female div/dep/mar',none,4,'no known property',40.66495,none,own,2.727283,skilled,1.399292,none,yes,bad
0<=X<200,38.422624,'existing paid','used car',11399.754362,<100,1<=X<4,2,'male single',none,3.104606,car,29,none,own,2,'high qualif/self emp/mgmt',1,yes,yes,bad
0<=X<200,25.835187,'existing paid','used car',11120.73262,<100,1<=X<4,2.546531,'male single',none,2.878203,car,28.762608,none,own,2,'high qualif/self emp/mgmt',1,yes,yes,bad
0<=X<200,9.088515,'existing paid',radio/tv,1491.641681,<100,4<=X<7,2,'male single',none,1.326926,car,27.72542,none,own,1.871768,skilled,1,none,yes,bad
0<=X<200,10.057493,'existing paid',radio/tv,1479.086883,<100,4<=X<7,2.805463,'male single',none,1.684205,car,22.344366,none,own,1,skilled,1,none,yes,bad
<0,12,'existing paid',radio/tv,662.087101,<100,1<=X<4,3.168385,'male single',none,2.25331,car,25.282102,none,own,1,'unskilled resident',1,none,yes,bad
<0,12,'existing paid',radio/tv,614.113025,<100,1<=X<4,4,'male single',none,1.879241,car,26.993344,none,own,1,'unskilled resident',1,none,yes,bad
<0,12,'existing paid',radio/tv,697.390824,<100,>=7,4,'male single',none,2.341671,'life insurance',41.149438,none,own,1.147474,skilled,1.87646,none,yes,bad
0<=X<200,44.108401,'critical/other existing credit',furniture/equipment,5172.533134,<100,1<=X<4,2.579377,'female div/dep/mar',none,2.526209,'life insurance',29.255528,none,own,1,skilled,1,yes,yes,bad
<0,25.07799,'existing paid',radio/tv,1840.812861,<100,1<=X<4,3.764696,'male single',none,3.836411,'no known property',32.889705,none,own,1.425914,skilled,1,yes,yes,bad
<0,36,'existing paid',radio/tv,1829.822465,<100,1<=X<4,4,'male single',none,4,'no known property',34.307518,none,own,1,skilled,1,yes,yes,bad
0<=X<200,15.744359,'critical/other existing credit',repairs,1516.465598,<100,>=7,3,'male mar/wid',none,2.626244,'life insurance',33.000475,none,own,2,skilled,1,none,yes,bad
<0,26.254486,'critical/other existing credit','new car',4817.79658,<100,<1,2.725913,'male single',none,2.092191,'life insurance',32.570319,none,own,1,skilled,1,yes,yes,bad
<0,27.505231,'critical/other existing credit','new car',4757.349359,<100,<1,3.794352,'male single',none,2.105103,'life insurance',30.365552,none,own,1.59471,skilled,1,yes,yes,bad
<0,35.772044,'existing paid',furniture/equipment,3358.366084,<100,>=7,3.172956,'male single',none,2.556692,'life insurance',30.942392,none,own,1,skilled,1,yes,yes,bad
<0,23.611668,'all paid',radio/tv,1570.717577,<100,1<=X<4,4,'male single',none,2.479655,car,39.492815,none,own,1,skilled,1,none,yes,bad
<0,19.992018,'all paid',radio/tv,1628.389336,<100,1<=X<4,4,'male single',none,2.897669,car,48.529052,none,own,1.153054,skilled,1.993508,none,yes,bad
<0,23.524503,'existing paid',radio/tv,3102.613604,<100,<1,1.150478,'male single',none,2.449952,'life insurance',22.060645,none,own,1,skilled,1,none,yes,bad
<0,6.12589,'existing paid',radio/tv,494.027015,<100,<1,4,'female div/dep/mar',none,2.314053,'real estate',25.520856,none,own,1,skilled,1,none,yes,bad
<0,9.268306,'existing paid',radio/tv,675.277539,<100,1<=X<4,3.229756,'male single',none,3,car,25.389239,none,own,1,'unskilled resident',1,none,yes,bad
0<=X<200,15.178186,'existing paid','new car',1243.366384,<100,1<=X<4,3.489081,'female div/dep/mar',none,2.853132,'real estate',36.388151,none,own,1,skilled,1.061217,none,yes,bad
<0,22.395944,'existing paid',radio/tv,3106.371057,<100,<1,2.444351,'male single',none,2.371006,'life insurance',23.361822,none,own,1,skilled,1,none,yes,bad
<0,16.591868,'critical/other existing credit','new car',1214.485201,<100,>=7,4,'male single',none,3.700888,'no known property',47,none,own,1,skilled,1,none,yes,bad
<0,28.834296,'critical/other existing credit','used car',8320.910399,<100,>=7,2,'male single',none,3.186372,'no known property',43.920437,none,own,1.902864,skilled,1,yes,yes,bad
<0,29.325508,'critical/other existing credit','used car',8241.279447,<100,>=7,2,'male single',none,2.731814,'no known property',40.542518,none,own,1.85061,skilled,1.203542,yes,yes,bad
0<=X<200,39.219825,'existing paid',radio/tv,3046.748166,<100,1<=X<4,2.741959,'male single',none,4,car,36.799753,none,own,1,skilled,1,none,yes,bad
<0,36,'existing paid','new car',9098.757089,<100,<1,3.868682,'male single',none,1,car,28.136235,none,own,1,skilled,1,yes,yes,bad
<0,18.599527,'existing paid','new car',8979.142008,<100,<1,1.744064,'male single',none,2.831097,car,31.439952,none,own,1,skilled,1,yes,yes,bad
<0,19.88426,'existing paid',radio/tv,3115.197277,<100,<1,2.570485,'female div/dep/mar',none,3.484987,'life insurance',26.444999,none,own,1,skilled,1,none,yes,bad
<0,18.569015,'existing paid','new car',1216.422603,<100,<1,4,'male single',none,3.694974,'real estate',40.988852,none,own,1.592407,skilled,1.867728,yes,yes,bad
<0,20.177382,'existing paid','new car',1216,<100,<1,4,'male single',none,3.186617,'real estate',24.711349,none,own,1.774124,skilled,1.060446,yes,yes,bad
<0,24,'existing paid','new car',1208.066459,<100,<1,4,'female div/dep/mar',none,4,'no known property',32.114326,none,rent,1.817116,skilled,1.900544,none,yes,bad
<0,22.656764,'existing paid','new car',1301.406961,<100,<1,4,'male single',none,4,car,30.672668,none,own,1,skilled,1,none,yes,bad
<0,20.568498,'existing paid','new car',6851.202551,<100,1<=X<4,1.247998,'male single',none,1.629933,'life insurance',43.865606,none,own,1,skilled,1.347746,yes,yes,bad
<0,12,'existing paid',radio/tv,754.756145,<100,unemployed,4,'female div/dep/mar',none,2.865777,'real estate',25.294559,none,own,1,'unskilled resident',1,none,yes,bad
<0,36.873483,'existing paid',radio/tv,7144.507224,<100,1<=X<4,2.161981,'male single',none,3.614598,'life insurance',29.959306,none,own,1.272384,skilled,1,yes,yes,bad
<0,21.091419,'existing paid',furniture/equipment,3132.249588,<100,<1,2.433407,'female div/dep/mar',none,1.945203,'life insurance',26.02308,none,own,1,skilled,1,none,yes,bad
<0,20.396294,'existing paid',furniture/equipment,3222.251088,<100,<1,3.794354,'female div/dep/mar',none,2.371616,'life insurance',23.597447,none,own,1,skilled,1,none,yes,bad
<0,57.298209,'existing paid',radio/tv,7156.094345,<100,1<=X<4,3.840457,'male single',none,4,'life insurance',39.073083,none,own,1.258687,skilled,1.417581,yes,yes,bad
<0,26.742101,'existing paid',radio/tv,2294.376525,<100,<1,4,'male single',none,2.009247,car,34.951477,none,own,1.45999,skilled,1,none,yes,bad
<0,34.337528,'existing paid',radio/tv,2313.591543,<100,<1,2.87406,'male single',none,3.1098,car,32.818445,none,own,1,skilled,1,none,yes,bad
<0,13.555395,'existing paid','new car',2592.685698,<100,1<=X<4,3.57416,'male single',none,1.638275,'real estate',32.941697,none,own,1.736112,skilled,1.519428,none,yes,bad
<0,14.064907,'existing paid','new car',2625.194438,<100,1<=X<4,3.693097,'male single',none,3.898334,'real estate',31.048631,none,own,1.19374,skilled,1.439222,none,yes,bad
<0,15.262336,'existing paid',radio/tv,2298.572087,<100,unemployed,2.879861,'male div/sep',none,1.623619,car,33.821389,none,own,1.735756,skilled,1,none,yes,bad
<0,38.608165,'existing paid','new car',7816.015608,<100,>=7,4,'male single',none,3.466239,'no known property',28.175337,none,'for free',1.126159,skilled,1,yes,yes,bad
<0,15.927582,'critical/other existing credit',radio/tv,1533.59231,<100,1<=X<4,2.407614,'male single',none,1,car,42.541567,none,own,1,skilled,1.596972,none,yes,bad
0<=X<200,18.372412,'existing paid',radio/tv,6370.264459,<100,>=7,3.084074,'male single',none,4,'no known property',38.171058,none,own,1.211162,skilled,1.557412,yes,yes,bad
0<=X<200,18,'existing paid',furniture/equipment,2849.5364,<100,>=7,2,'male single',none,1.865766,'life insurance',31.226306,none,own,1.083992,skilled,1.873701,none,yes,bad
<0,23.645688,'existing paid',radio/tv,1334.922849,<100,<1,4,'male single',none,2.727808,'real estate',27.377861,none,own,1.211398,skilled,1.412117,none,yes,bad
<0,24,'existing paid',radio/tv,1339.091957,<100,<1,4,'male single',none,2,'real estate',41.575877,none,own,2,skilled,2,none,yes,bad
<0,12,'existing paid',radio/tv,609.182944,<100,1<=X<4,4,'male single',none,3.79059,car,25.568919,none,own,1,'unskilled resident',1,none,yes,bad
<0,37.218781,'all paid',furniture/equipment,6919.869208,<100,1<=X<4,1.662644,'male single',none,1,'life insurance',36.010937,none,own,1.827057,skilled,1,yes,yes,bad
<0,10.798382,'existing paid',radio/tv,1331.158884,<100,1<=X<4,3.043663,'male single',none,1.309049,'real estate',28.783455,none,own,1.729858,skilled,1,none,yes,bad
<0,13.315663,'critical/other existing credit','new car',2281.001485,<100,1<=X<4,3.526035,'male single',none,2.399781,car,41.730151,none,own,2,skilled,1,none,yes,bad
0<=X<200,16.680084,'critical/other existing credit','new car',5110.533205,<100,1<=X<4,1.428047,'male single',none,4,'life insurance',41.70106,none,own,1.115484,skilled,1.151839,yes,yes,bad
<0,23.863248,'existing paid',furniture/equipment,3509.839133,<100,>=7,2.647709,'male single',none,1.105527,car,26.691074,none,own,1.710531,skilled,1,none,yes,bad
0<=X<200,23.613958,'existing paid',furniture/equipment,1930.800624,<100,<1,3.068495,'male single',none,3.595686,'real estate',31,none,own,2,skilled,1,none,yes,bad
'no checking',20.812443,'existing paid',radio/tv,1536.699404,<100,1<=X<4,3.182982,'male single',none,3.175874,'life insurance',27.975069,none,own,1.154647,skilled,1,none,yes,bad
0<=X<200,31.275677,'existing paid','new car',12229.746296,<100,1<=X<4,1,'male single',none,2.84436,'no known property',35.594965,none,'for free',1,'high qualif/self emp/mgmt',1,yes,yes,bad
<0,13.821106,'existing paid','new car',1371.566837,'no known savings',1<=X<4,3.515297,'female div/dep/mar',none,3.62092,'life insurance',28.912661,none,own,1,skilled,1,none,yes,bad
<0,40.108333,'existing paid','new car',6760.715681,<100,1<=X<4,2.147303,'male single',none,3.798399,'life insurance',48.106983,none,own,1.465924,skilled,1,yes,yes,bad
<0,43.131958,'existing paid','new car',6820.698509,<100,1<=X<4,2.492011,'male single',none,1.657907,'life insurance',50.02434,none,own,1,skilled,1,yes,yes,bad
<0,24,'existing paid',furniture/equipment,3240.045646,<100,<1,4,'male single',none,3.437052,'life insurance',27.211693,none,rent,1,skilled,1,yes,yes,bad
0<=X<200,18.234497,'existing paid',furniture/equipment,2809.582753,<100,>=7,2.611915,'male single',none,2.429399,car,26.918965,bank,own,1.066811,skilled,1,none,yes,bad
<0,19.857874,'existing paid','new car',1052.907824,<100,1<=X<4,3.232479,'male single',none,3.449382,'real estate',47.131213,none,own,1.658483,skilled,1,none,yes,bad
<0,31.713286,'existing paid',radio/tv,2401.679738,<100,<1,4,'female div/dep/mar',none,1.670983,'real estate',28.179587,none,own,1,skilled,1,none,yes,bad
<0,25.636145,'existing paid',radio/tv,2389.507234,<100,<1,3.53369,'female div/dep/mar',none,1.692185,'real estate',33.571676,none,own,1.059184,skilled,1,none,yes,bad
<0,18,'existing paid',radio/tv,2091.722666,<100,1<=X<4,2.292469,'female div/dep/mar',none,2.161512,'real estate',36.202034,none,own,1,skilled,1,none,yes,bad
<0,12.699649,'existing paid','new car',1221.738835,<100,>=7,1.056048,'male single',none,1.930246,'real estate',46.395735,none,own,1.499893,skilled,1,yes,yes,bad
<0,9.916879,'existing paid','new car',1210.121557,<100,>=7,4,'male single',none,3.304106,'real estate',47,none,own,1,skilled,1,yes,yes,bad
<0,10.246709,'critical/other existing credit','new car',2237.375066,<100,>=7,2.10549,'male single',none,2.401845,'life insurance',27.451273,bank,own,1.867075,skilled,1,none,yes,bad
0<=X<200,12.110973,'existing paid',furniture/equipment,2755.274182,<100,>=7,2.86648,'male single',none,3.878799,'life insurance',24.367206,bank,own,1,skilled,1,none,yes,bad
<0,24,'existing paid','new car',1364.95285,'no known savings',1<=X<4,4,'male single',none,3.581116,'real estate',28.138606,none,own,1,skilled,1,none,yes,bad
0<=X<200,9.893694,'existing paid','new car',937.611243,<100,>=7,2.984461,'female div/dep/mar',none,1.936865,car,30.90507,none,own,2.012833,skilled,1,none,yes,bad
<0,11.139453,'existing paid','new car',1434.20671,<100,4<=X<7,3.364004,'male single',none,3.479826,'no known property',24.967708,none,own,1.6123,skilled,1,none,yes,bad
0<=X<200,34.145707,'critical/other existing credit',furniture/equipment,4225.95754,<100,1<=X<4,1.985858,'male single',none,2.976513,car,33.04121,none,own,1.157625,skilled,1,none,yes,bad
0<=X<200,23.070141,'critical/other existing credit',furniture/equipment,4287.20433,<100,1<=X<4,3.19757,'male single',none,3.935345,car,39.824554,none,own,2.89296,skilled,1,none,yes,bad
0<=X<200,19.58191,'existing paid','new car',2774.799288,<100,>=7,2.500354,'male single',none,2,'life insurance',54.354515,bank,own,2,skilled,1,none,yes,bad
<0,9.358489,'existing paid','new car',917.380437,'no known savings',1<=X<4,4,'female div/dep/mar',none,2.59799,'life insurance',26.595398,none,own,1,skilled,1,none,yes,bad
<0,26.301504,'existing paid',radio/tv,1824.521797,<100,1<=X<4,4,'male single',none,4,'no known property',35.538661,none,own,1,skilled,1,yes,yes,bad
<0,33.291868,'existing paid',furniture/equipment,3366.164456,<100,>=7,2.44976,'male single',none,2.648146,'life insurance',30.027382,none,own,1,skilled,1,yes,yes,bad
<0,29.086951,'existing paid','new car',2685.806702,<100,1<=X<4,3.96442,'male single',none,4,'life insurance',34.887903,none,rent,1,skilled,1,yes,yes,bad
<0,15.523342,'existing paid',radio/tv,743.021768,<100,unemployed,4,'female div/dep/mar',none,2.63376,'real estate',22.001607,none,own,1,'unskilled resident',1,none,yes,bad
<0,12,'existing paid',radio/tv,736.023395,<100,unemployed,4,'female div/dep/mar',none,3.553411,'real estate',40.776389,none,own,1,'unskilled resident',1.300331,none,yes,bad
0<=X<200,10.026786,'existing paid','new car',1230.476254,<100,1<=X<4,2.462939,'female div/dep/mar',none,2.149473,'real estate',27.411023,none,own,1,skilled,1.548967,none,yes,bad
<0,20.833304,'existing paid',radio/tv,1812.601903,<100,1<=X<4,4,'female div/dep/mar',none,1.156872,'real estate',30.33925,none,own,1,skilled,1,none,yes,bad
<0,24.362555,'existing paid',furniture/equipment,3428.702571,<100,1<=X<4,2.540691,'male single',none,4,'real estate',27.609917,none,own,1,skilled,1,none,yes,bad
<0,18,'critical/other existing credit',radio/tv,1532.11799,<100,1<=X<4,3.763329,'male single',none,1.016264,car,37.892318,none,own,1.108528,skilled,1.805341,none,yes,bad
<0,28.828976,'existing paid','new car',3949.94757,<100,1<=X<4,3.228518,'male single',none,2,'real estate',34.732299,none,own,1,skilled,1,yes,yes,bad
<0,20.228894,'existing paid','new car',2574.499759,<100,1<=X<4,3.885575,'male single',none,3.28244,'real estate',36.450969,none,rent,1.300773,skilled,1,none,yes,bad
<0,12.870808,'existing paid','new car',1437.91752,<100,4<=X<7,2.957631,'male single',none,3.345307,'no known property',29.436637,none,own,1.32608,skilled,1.680704,none,yes,bad
'no checking',22.60879,'existing paid',radio/tv,1549.198577,<100,1<=X<4,4,'male single',none,3.545023,'life insurance',28.522576,none,own,1,skilled,1,none,yes,bad
'no checking',23.386662,'existing paid',radio/tv,1547.372247,<100,1<=X<4,4,'male single',none,3.190552,'life insurance',42.606523,none,own,1,skilled,1,none,yes,bad
<0,21.889173,'existing paid',radio/tv,1975.084551,<100,<1,3.561784,'male single',none,2.844629,'real estate',25.304185,none,own,1.222687,skilled,1,none,yes,bad
<0,18.622111,'existing paid',radio/tv,1950.235893,<100,<1,3.771439,'male single',none,2.434716,'real estate',31.770004,none,own,1.53335,skilled,1,none,yes,bad
<0,24,'existing paid','new car',1361.560998,'no known savings',1<=X<4,3.98098,'female div/dep/mar',none,4,'real estate',25,none,own,1,skilled,1,none,yes,bad
<0,35.208806,'delayed previously',business,4289.73899,<100,1<=X<4,3.867792,'female div/dep/mar',none,3.25326,'life insurance',26,none,own,2,skilled,1.782365,yes,yes,bad
<0,37.006975,'delayed previously',business,4314.495821,<100,1<=X<4,3.846973,'female div/dep/mar',none,2.325692,'life insurance',26,none,own,2,skilled,1.696259,yes,yes,bad
<0,14.350997,'existing paid',radio/tv,744.092982,<100,unemployed,4,'female div/dep/mar',none,2.533748,'real estate',22.745464,none,own,1,'unskilled resident',1,none,yes,bad
'no checking',17.930056,'existing paid',furniture/equipment,4609.405203,<100,<1,2.080262,'male single',none,2.254949,'life insurance',50.560441,none,own,1.559769,skilled,1,none,yes,bad
<0,46.515492,'critical/other existing credit','new car',7819.843821,<100,>=7,4,'male single',none,4,'no known property',31.487381,none,own,1.57301,'high qualif/self emp/mgmt',1,yes,yes,bad
<0,14.710276,'existing paid','new car',1381.632913,<100,1<=X<4,3.081744,'female div/dep/mar',none,2,'life insurance',30.09974,none,own,1,skilled,1,none,yes,bad
0<=X<200,22.272154,'existing paid','new car',933.497695,<100,4<=X<7,2.411511,'female div/dep/mar',none,1.675156,car,33.323028,none,own,1,skilled,1.604128,none,yes,bad
